status_code,latency_ms,duration_s,rtf,bytes,error,req_id
200,336.1956928856671,7.56,0.0445,362924,,1
200,336.64416801184416,7.56,0.0445,362924,,2
200,335.81915218383074,7.56,0.0444,362924,,3
200,338.76963309012353,7.56,0.0448,362924,,4
200,337.74019312113523,7.56,0.0447,362924,,5
200,337.5999939162284,7.56,0.0447,362924,,6
200,337.9564438946545,7.56,0.0447,362924,,7
200,336.99226495809853,7.56,0.0446,362924,,8
