status_code,latency_ms,chars_in,chars_out,error,req_id
200,355.8982510585338,120,122,,1
200,701.9063010811806,120,122,,2
200,1048.0750310234725,120,122,,3
200,1401.8097850494087,120,122,,4
200,1393.0305351968855,120,122,,5
200,1391.5858019609004,120,122,,6
200,1401.2374731246382,120,122,,7
200,1399.9873050488532,120,122,,8
