status_code,latency_ms,duration_s,rtf,bytes,error,req_id
200,343.2988671120256,7.56,0.0454,362924,,1
200,1498.1590560637414,7.56,0.1982,362924,,2
200,1505.3891998250037,7.56,0.1991,362924,,3
200,1505.252598086372,7.56,0.1991,362924,,4
200,1504.791283980012,7.56,0.199,362924,,5
200,2376.1695821303874,7.56,0.3143,362924,,6
200,2375.664066988975,7.56,0.3142,362924,,7
200,2376.2017120607197,7.56,0.3143,362924,,8
