timestamp,gpu_util_pct,gpu_mem_used_mb,gpu_temp_c,gpu_power_w,ram_used_mb
1790155460.133845,80.0,16151.0,52.0,144.3,17767.796875
1790155460.4050312,80.0,16151.0,52.0,144.3,17761.08984375
1790155460.6763134,67.0,16151.0,53.0,183.76,17773.5390625
1790155460.947535,67.0,16151.0,53.0,183.76,17760.20703125
1790155461.2183151,38.0,16151.0,54.0,232.92,17771.4296875
