status_code,latency_ms,chars_in,chars_out,error,req_id
200,358.69155800901353,120,122,,1
200,354.19653402641416,120,122,,2
200,353.3097538165748,120,122,,3
200,356.49204603396356,120,122,,4
200,360.78122491016984,120,122,,5
200,353.044840041548,120,122,,6
200,352.8212709352374,120,122,,7
200,352.12284000590444,120,122,,8
