status_code,latency_ms,chars_in,chars_out,error,req_id
200,353.38787408545613,120,122,,1
200,700.3182009793818,120,122,,2
200,702.4678459856659,120,122,,3
200,703.3874709159136,120,122,,4
200,698.4791220165789,120,122,,5
200,696.297300979495,120,122,,6
200,693.8323911745101,120,122,,7
200,693.2349109556526,120,122,,8
