status_code,latency_ms,duration_s,rtf,bytes,error,req_id
200,1184.2337930575013,7.56,0.1566,362924,,1
200,1191.5394850075245,7.56,0.1576,362924,,2
200,1192.6367771811783,7.56,0.1578,362924,,3
200,1193.3959820307791,7.56,0.1579,362924,,4
200,630.2882719319314,7.56,0.0834,362924,,5
200,622.7774401195347,7.56,0.0824,362924,,6
200,1218.7755750492215,7.56,0.1612,362924,,7
200,1221.4020469691604,7.56,0.1616,362924,,8
