timestamp,gpu_util_pct,gpu_mem_used_mb,gpu_temp_c,gpu_power_w,ram_used_mb
1790155462.7851965,0.0,16151.0,52.0,169.68,17715.56640625
1790155463.055781,86.0,16151.0,54.0,191.66,17679.38671875
1790155463.3271217,86.0,16151.0,54.0,191.66,17686.95703125
